file,rel_path,dpi,left_px,left_mm,right_px,right_mm,top_px,top_mm,bottom_px,bottom_mm,max_mm
G52-001.jpg,图片\0807\G52-001.jpg,600.0,95,4.02,0,0.0,105,4.45,0,0.0,4.45
G52-002.jpg,图片\0807\G52-002.jpg,600.0,0,0.0,0,0.0,0,0.0,25,1.06,1.06
G52-003.jpg,图片\0807\G52-003.jpg,600.0,231,9.78,0,0.0,0,0.0,90,3.81,9.78
G62-001.jpg,图片\0807\G62-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G62-002.jpg,图片\0807\G62-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G62-003.jpg,图片\0807\G62-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G66-001.jpg,图片\0807\G66-001.jpg,600.0,276,11.68,0,0.0,130,5.5,0,0.0,11.68
G66-002.jpg,图片\0807\G66-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G66-003.jpg,图片\0807\G66-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G7-001.jpg,图片\0807\G7-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G7-002.jpg,图片\0807\G7-002.jpg,600.0,211,8.93,0,0.0,30,1.27,75,3.17,8.93
G7-003.jpg,图片\0807\G7-003.jpg,600.0,0,0.0,90,3.81,0,0.0,40,1.69,3.81
G74-001.jpg,图片\0807\G74-001.jpg,600.0,196,8.3,0,0.0,20,0.85,306,12.95,12.95
G74-002.jpg,图片\0807\G74-002.jpg,600.0,125,5.29,0,0.0,85,3.6,0,0.0,5.29
G74-003.jpg,图片\0807\G74-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G80-001.jpg,图片\0807\G80-001.jpg,600.0,196,8.3,0,0.0,35,1.48,0,0.0,8.3
G80-002.jpg,图片\0807\G80-002.jpg,600.0,90,3.81,0,0.0,140,5.93,0,0.0,5.93
G80-003.jpg,图片\0807\G80-003.jpg,600.0,316,13.38,0,0.0,140,5.93,552,23.37,23.37
G86-001.jpg,图片\0807\G86-001.jpg,600.0,191,8.09,0,0.0,15,0.64,0,0.0,8.09
G86-002.jpg,图片\0807\G86-002.jpg,600.0,145,6.14,0,0.0,176,7.45,0,0.0,7.45
G86-003.jpg,图片\0807\G86-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F120-001.jpg,图片\0808\F120-001.jpg,600.0,0,0.0,0,0.0,0,0.0,55,2.33,2.33
F120-002.jpg,图片\0808\F120-002.jpg,600.0,0,0.0,0,0.0,0,0.0,65,2.75,2.75
F120-003.jpg,图片\0808\F120-003.jpg,600.0,0,0.0,0,0.0,0,0.0,35,1.48,1.48
F121-001.jpg,图片\0808\F121-001.jpg,600.0,0,0.0,0,0.0,0,0.0,45,1.91,1.91
F121-002.jpg,图片\0808\F121-002.jpg,600.0,0,0.0,0,0.0,0,0.0,50,2.12,2.12
F121-003.jpg,图片\0808\F121-003.jpg,600.0,0,0.0,0,0.0,0,0.0,45,1.91,1.91
G120-001.jpg,图片\0808\G120-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G120-002.jpg,图片\0808\G120-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G120-003.jpg,图片\0808\G120-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G121-001.jpg,图片\0808\G121-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G121-002.jpg,图片\0808\G121-002.jpg,600.0,0,0.0,0,0.0,15,0.64,0,0.0,0.64
G121-003.jpg,图片\0808\G121-003.jpg,600.0,0,0.0,0,0.0,0,0.0,1671,70.74,70.74
F114-001.jpg,图片\0811\F114-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F114-003.jpg,图片\0811\F114-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F126-001.jpg,图片\0811\F126-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F126-002.jpg,图片\0811\F126-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F126-003.jpg,图片\0811\F126-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F134-001.jpg,图片\0811\F134-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F134-002.jpg,图片\0811\F134-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F134-003.jpg,图片\0811\F134-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F136-001.jpg,图片\0811\F136-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F136-002.jpg,图片\0811\F136-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F136-003.jpg,图片\0811\F136-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F146-002.jpg,图片\0811\F146-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F146-003.jpg,图片\0811\F146-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F160-001.jpg,图片\0811\F160-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F160-002.jpg,图片\0811\F160-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F160-003.jpg,图片\0811\F160-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F162-001.jpg,图片\0811\F162-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F162-002.jpg,图片\0811\F162-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F166-001.jpg,图片\0811\F166-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F166-002.jpg,图片\0811\F166-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F166-003.jpg,图片\0811\F166-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F169-001.jpg,图片\0811\F169-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F169-002.jpg,图片\0811\F169-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F169-003.jpg,图片\0811\F169-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F185-001.jpg,图片\0811\F185-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F185-002.jpg,图片\0811\F185-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F185-003.jpg,图片\0811\F185-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F299-001.jpg,图片\0811\F299-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F299-002.jpg,图片\0811\F299-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F299-003.jpg,图片\0811\F299-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F88-001.jpg,图片\0811\F88-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F88-002.jpg,图片\0811\F88-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F88-003.jpg,图片\0811\F88-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F90-001.jpg,图片\0811\F90-001.jpg,600.0,40,1.69,0,0.0,45,1.91,0,0.0,1.91
F90-002.jpg,图片\0811\F90-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F90-003.jpg,图片\0811\F90-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F91-001.jpg,图片\0811\F91-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F91-002.jpg,图片\0811\F91-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
F91-003.jpg,图片\0811\F91-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G207-002.jpg,图片\0814\G207-002.jpg,720.0,0,0.0,0,0.0,18,0.64,0,0.0,0.64
G218-001.jpg,图片\0814\G218-001.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G218-002.jpg,图片\0814\G218-002.jpg,600.0,0,0.0,0,0.0,15,0.64,0,0.0,0.64
G224-001.jpg,图片\0814\G224-001.jpg,720.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G245-002.jpg,图片\0814\G245-002.jpg,720.0,0,0.0,0,0.0,18,0.64,0,0.0,0.64
G258-001.jpg,图片\0814\G258-001.jpg,720.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G258-003.jpg,图片\0814\G258-003.jpg,720.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G270-002.jpg,图片\0814\G270-002.jpg,720.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G281-001.jpg,图片\0814\G281-001.jpg,720.0,0,0.0,0,0.0,18,0.64,0,0.0,0.64
G281-002.jpg,图片\0814\G281-002.jpg,720.0,0,0.0,0,0.0,18,0.64,0,0.0,0.64
G281-003.jpg,图片\0814\G281-003.jpg,720.0,0,0.0,0,0.0,18,0.64,0,0.0,0.64
G296-003.jpg,图片\0814\G296-003.jpg,720.0,0,0.0,0,0.0,24,0.85,0,0.0,0.85
F120-003.jpg,图片\F120-003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
G136-002.jpg,图片\G136-002.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
树叶003.jpg,图片\树叶003.jpg,600.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
